«Фантазий серебряная нить»	https://m.ticketon.kz//almaty/event/fantaziy-serebryanaya-nit
Скрипичный вечер с Айман Мусаходжаевой	https://m.ticketon.kz//almaty/event/skripichnyy-vecher-s-ayman-musakhadzhaevoy
СЛОТ. XX ЛЕТ в Алматы	https://m.ticketon.kz//almaty/event/slot-xx-let-v-almaty
Просто Лера в Алматы	https://m.ticketon.kz//almaty/event/prosto-lera-v-almaty
Рахымжан Жақайым в Алматы	https://m.ticketon.kz//almaty/event/rakhymzhan-zhakayym-v-almaty
Алиса в Стране чудес на льду в Алматы	https://m.ticketon.kz//almaty/event/alisa-v-strane-chudes-na-ldu-v-almaty
Большой сольный концерт Ayzik-a	https://m.ticketon.kz//almaty/event/bolshoy-solnyy-kontsert-ayzik-a
Show must go on	https://m.ticketon.kz//almaty/event/show-must-go-on-fa
Композитор Георгий Личели. Концерт с симфоническим оркестром	https://m.ticketon.kz//almaty/event/kompozitor-georgiy-licheli-kontsert-s-simfonicheskim-orkestrom
Бауыржан Ибрагимов в Алматы	https://m.ticketon.kz//almaty/event/bauyrzhan-ibragimov-v-almaty
Фиксики - новые тайны	https://m.ticketon.kz//almaty/event/fiksiki-novye-tayny-alm
Thomas Mraz в Алматы	https://m.ticketon.kz//almaty/event/thomas-mraz-v-almaty
РЕТРО КОНЦЕРТ by Ratovich & Orchestra.Lab в Алматы	https://m.ticketon.kz//almaty/event/retro-concert-by-ratovich-orchestra-lab
Юрий Николаенко в Алматы	https://m.ticketon.kz//almaty/event/yuriy-nikolaenko-v-almaty
Almaty Symphony «Времена года»	https://m.ticketon.kz//almaty/event/almaty-symphony-vremena-goda
Markul в Алматы	https://m.ticketon.kz//almaty/event/markul-v-almaty-motor
CMH в Алматы	https://m.ticketon.kz//almaty/event/cmh-v-almaty
Страсти по Меркьюри	https://m.ticketon.kz//almaty/event/strasti-po-merkyuri-2023
Бауыржан  Орда «Қырық  бестің  қалжыңы» ән кеші  	https://m.ticketon.kz//almaty/event/bauyrzhan-orda-qyryq-bestin-qalzhyy
Қуаныш Қурманбаев в Алматы	https://m.ticketon.kz//almaty/event/kuanysh-kurmanbaev-v-almaty
«Neo Classic Orchestra» Международный тур в Алматы	https://m.ticketon.kz//almaty/event/neo-classic-orchestra-almaty
REFLEX - Ирина Нельсон в Астане	https://m.ticketon.kz//almaty/event/reflex--irina-nelson-v-astane
Саят Әбенов в Алматы	https://m.ticketon.kz//almaty/event/sayat-abenov-v-almaty
DISCO. Дискотека года в Алматы	https://m.ticketon.kz//almaty/event/diskoteka-goda-v-almaty
REFLEX - Ирина Нельсон в Алматы	https://m.ticketon.kz//almaty/event/reflex--irina-nelson-v-almaty
Xcho в Алматы	https://m.ticketon.kz//almaty/event/xcho-v-almaty
Поэтический вечер Марии Матвейчук «Скажи: люблю»	https://m.ticketon.kz//almaty/event/poeticheskiy-vecher-marii-matveychuk
NEVERLOVE в Алматы	https://m.ticketon.kz//almaty/event/neverlove-v-almaty
Джизус в Алматы	https://m.ticketon.kz//almaty/event/dzhizus-v-almaty
Самый завораживающий пианист Европы: HAVASI в Алматы	https://m.ticketon.kz//almaty/event/havasi-v-almaty
Папин Олимпос в Алматы	https://m.ticketon.kz//almaty/event/papin-olimpos-v-almaty
Концерт ATL в Алматы	https://m.ticketon.kz//almaty/event/kontsert-atl-v-almaty
Роман в письмах	https://m.ticketon.kz//almaty/event/roman-v-pismakh-2023
Mary Gu в Алматы	https://m.ticketon.kz//almaty/event/mary-gu-v-almaty
ZAZ в Алматы	https://m.ticketon.kz//almaty/event/zaz-v-almaty
