Страсти по Меркьюри	https://m.ticketon.kz/almaty/event/strasti-po-merkyuri-2023	Гастрольная сцена театра им. М. Лермонтова	https://m.ticketon.kz/place/gastrolnaya-scena-teatra-im-lermontova
Органный вечер с Лукасом Хаслером	https://m.ticketon.kz/almaty/event/organnyy-vecher-s-lukasom-khaslerom	Гастрольная сцена филармонии им. Жамбыла	https://m.ticketon.kz/place/filarmonia-im-zhambyla
Камерный концерт Mezzo acoustic в Алматы	https://m.ticketon.kz/almaty/event/kamernyy-kontsert-mezzo-acoustic-v-almaty	Гастрольная сцена филармонии им. Жамбыла	https://m.ticketon.kz/place/filarmonia-im-zhambyla
Парад Теноров	https://m.ticketon.kz/almaty/event/parad-tenorov-fl	Гастрольная сцена филармонии им. Жамбыла	https://m.ticketon.kz/place/filarmonia-im-zhambyla
EINAUDI	https://m.ticketon.kz/almaty/event/einaudi	Гастрольная сцена филармонии им. Жамбыла	https://m.ticketon.kz/place/filarmonia-im-zhambyla
Концерт «NEW ART EXPANSE»	https://m.ticketon.kz/almaty/event/kontsert-new-art-expanse	Гастрольная сцена филармонии им. Жамбыла	https://m.ticketon.kz/place/filarmonia-im-zhambyla
Show must go on	https://m.ticketon.kz/almaty/event/show-must-go-on-fa	Гастрольная сцена филармонии им. Жамбыла	https://m.ticketon.kz/place/filarmonia-im-zhambyla
Композитор Георгий Личели. Концерт с симфоническим оркестром	https://m.ticketon.kz/almaty/event/kompozitor-georgiy-licheli-kontsert-s-simfonicheskim-orkestrom	Гастрольная сцена филармонии им. Жамбыла	https://m.ticketon.kz/place/filarmonia-im-zhambyla
ВЛАСТЕЛИН КОЛЕЦ В исполнении NE PROSTO ORCHESTRA в Алматы	https://m.ticketon.kz/almaty/event/vlastelin-kolets-ne-prosto-orchestra-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Кайрат Нуртас в Алматы	https://m.ticketon.kz/almaty/event/kayrat-nurtas-v-almaty-dr	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Нұрболат Абдуллин Live Бэнд	https://m.ticketon.kz//almaty/event/nurbolat-abdullin-live-bend	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Новые голоса степи	https://m.ticketon.kz/almaty/event/novye-golosa-stepi	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Stand up концерт Расул Чабдаров	https://m.ticketon.kz/almaty/event/stand-up-kontsert-rasul-chabdarov	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Бағжан Октябрь в Алматы с концертной программой «Терапия души»	https://m.ticketon.kz/almaty/event/terapiya-dushi-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Тоқтар мен Бейбіт мерекелік жаңа ән кешіне	https://m.ticketon.kz/almaty/event/toqtar-men-beybyt	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Мир турецких сериалов в Алматы	https://m.ticketon.kz/almaty/event/mir-turetskikh-serialov-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Soundtrack concert ATTACK ON TITAN в исполнение NE PROSTO ORCHESTRA в Алматы	https://m.ticketon.kz/almaty/event/ne-prosto-orchestra-attack-on-titan-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Ne prosto orchestra - Великолепный век «Благотворительный концерт»	https://m.ticketon.kz/almaty/event/ne-prosto-orkestr--velikolepnyy-vek-dr	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Сосо Павлиашвили в Алматы 28 февраля	https://m.ticketon.kz/almaty/event/soso-pavliashvili-v-almaty-2023	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Кенжебек Жанабилов «Қазақтың арулары»	https://m.ticketon.kz/almaty/event/kenzhebek-zhanabilov-kazaktyn-arulary	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Шымкент шоу	https://m.ticketon.kz/almaty/event/shymkent-shou-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
SHOW SYMPHONY ORCHESTRA в Алматы	https://m.ticketon.kz/almaty/event/show-symphonny-orchestra-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Jiger Auypbaev	https://m.ticketon.kz/almaty/event/jiger-auypbaev	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Жубаныш Жексен во Дворце Республики	https://m.ticketon.kz/almaty/event/zhubanysh-zheksen-vo-dvortse-respubliki	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Айгуль Иманбаева в Алматы	https://m.ticketon.kz/almaty/event/aygul-imanbaeva-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Ән мен әнші в Алматы	https://m.ticketon.kz/almaty/event/an-men-anshi-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Рахымжан Жақайым в Алматы	https://m.ticketon.kz/almaty/event/rakhymzhan-zhakayym-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Бауыржан Ибрагимов в Алматы	https://m.ticketon.kz/almaty/event/bauyrzhan-ibragimov-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Фиксики - новые тайны	https://m.ticketon.kz/almaty/event/fiksiki-novye-tayny-alm	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
РЕТРО КОНЦЕРТ by Ratovich & Orchestra.Lab в Алматы	https://m.ticketon.kz/almaty/event/retro-concert-by-ratovich-orchestra-lab	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Almaty Symphony «Времена года»	https://m.ticketon.kz/almaty/event/almaty-symphony-vremena-goda	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Бауыржан  Орда «Қырық  бестің  қалжыңы» ән кеші	https://m.ticketon.kz/almaty/event/bauyrzhan-orda-qyryq-bestin-qalzhyy	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Қуаныш Қурманбаев в Алматы	https://m.ticketon.kz/almaty/event/kuanysh-kurmanbaev-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Саят Әбенов в Алматы	https://m.ticketon.kz/almaty/event/sayat-abenov-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Самый завораживающий пианист Европы: HAVASI в Алматы	https://m.ticketon.kz/almaty/event/havasi-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Роман в письмах	https://m.ticketon.kz/almaty/event/roman-v-pismakh-2023	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
ZAZ в Алматы	https://m.ticketon.kz/almaty/event/zaz-v-almaty	Дворец Республики	https://m.ticketon.kz/place/dvorec-respubliki-902
Большой концерт Akha. V $ X V Prince, Алишер Конысбаев	https://m.ticketon.kz/almaty/event/bolshoy-kontsert-akha-v-x-v-prince-alisher-konysbaev	Дворец спорта им. Балуана Шолака	https://m.ticketon.kz/place/dvorec-sporta-im-baluana-sholaka
Мерекелік концерт	https://m.ticketon.kz/almaty/event/merekelik-kontsert	Дворец спорта им. Балуана Шолака	https://m.ticketon.kz/place/dvorec-sporta-im-baluana-sholaka
Xcho в Алматы	https://m.ticketon.kz/almaty/event/xcho-v-almaty	Дворец спорта им. Балуана Шолака	https://m.ticketon.kz/place/dvorec-sporta-im-baluana-sholaka
REFLEX - Ирина Нельсон в Алматы	https://m.ticketon.kz/almaty/event/reflex--irina-nelson-v-almaty	Дворец спорта им. Балуана Шолака SM	https://m.ticketon.kz/place/dvorec-sporta-im-baluana-sholaka-sm
Иван Абрамов в Алматы	https://m.ticketon.kz/almaty/event/ivan-abramov-v-almaty	Дворец студентов	https://m.ticketon.kz/place/dvorec-studentov
«Neo Classic Orchestra» Международный тур в Алматы	https://m.ticketon.kz/almaty/event/neo-classic-orchestra-almaty	Дворец студентов	https://m.ticketon.kz/place/dvorec-studentov
Бағжан Октябрь с концертной программой «Терапия души» в Жанаозене	https://m.ticketon.kz/almaty/event/bazhan-oktyabr-v-zhanaozene	Дом культуры «Мунайшы»	https://m.ticketon.kz/place/dom-kultury-munajshy
«Шам Әуен» концерт классической музыки при свечах в Алматы	https://m.ticketon.kz/almaty/event/sham-aueny-almaty	Казахский национальный театр драмы им. М.Ауэзова	https://m.ticketon.kz/place/teatr-dramy-im-m-o-auezova
Концерт «В лунном сиянии, снег серебрится»	https://m.ticketon.kz/almaty/event/v-lunnom-siyanii-sneg-serebritsya	КазНТОБ им. Абая (ГАТОБ)	https://m.ticketon.kz/place/agatob-im-abaya
Концерт «С любовью к женщине»	https://m.ticketon.kz/almaty/event/s-lyubovyu-k-zhenshchine-gatob	КазНТОБ им. Абая (ГАТОБ)	https://m.ticketon.kz/place/agatob-im-abaya
Вечер вокальной музыки «Жүректен шыққан әсем ән»	https://m.ticketon.kz/almaty/event/zhurekten-shyqqan-asem-an	КазНТОБ им. Абая (ГАТОБ)	https://m.ticketon.kz/place/agatob-im-abaya
Сольный концерт Сергея Калугина	https://m.ticketon.kz/almaty/event/solnyy-kontsert-sergeya-kalugina	Клуб «Жесть»	https://m.ticketon.kz/place/club-zhest
СЛОТ. XX ЛЕТ в Алматы	https://m.ticketon.kz/almaty/event/slot-xx-let-v-almaty	Клуб «Жесть»	https://m.ticketon.kz/place/club-zhest
SQWOZBAB в Алматы	https://m.ticketon.kz/almaty/event/sqwozbab-v-almaty	Клуб MOTOR	https://m.ticketon.kz/place/klub-motor
GONE.Fludd в Алматы	https://m.ticketon.kz/almaty/event/gone-fludd-v-almaty	Клуб MOTOR	https://m.ticketon.kz/place/klub-motor
Просто Лера в Алматы	https://m.ticketon.kz/almaty/event/prosto-lera-v-almaty	Клуб MOTOR	https://m.ticketon.kz/place/klub-motor
Thomas Mraz в Алматы	https://m.ticketon.kz/almaty/event/thomas-mraz-v-almaty	Клуб MOTOR	https://m.ticketon.kz/place/klub-motor
CMH в Алматы	https://m.ticketon.kz/almaty/event/cmh-v-almaty	Клуб MOTOR	https://m.ticketon.kz/place/klub-motor
NEVERLOVE в Алматы	https://m.ticketon.kz/almaty/event/neverlove-v-almaty	Клуб MOTOR	https://m.ticketon.kz/place/klub-motor
Джизус в Алматы	https://m.ticketon.kz/almaty/event/dzhizus-v-almaty	Клуб MOTOR	https://m.ticketon.kz/place/klub-motor
Папин Олимпос в Алматы	https://m.ticketon.kz/almaty/event/papin-olimpos-v-almaty	Клуб MOTOR	https://m.ticketon.kz/place/klub-motor
REFLEX - Ирина Нельсон в Астане	https://m.ticketon.kz/almaty/event/reflex--irina-nelson-v-astane	Конгресс-центр SM	https://m.ticketon.kz/place/kongresscentr-sm
ATMAN в Музкафе	https://m.ticketon.kz/almaty/event/aura-atman-v-muzkafe	Музкафе	https://m.ticketon.kz/place/muzkafe
«Лампы Оркестра» (L.O) в Музкафе	https://m.ticketon.kz/almaty/event/gruppa-lampy-orkestra-l-o	Музкафе	https://m.ticketon.kz/place/muzkafe
Salt Peanuts в Музкафе	https://m.ticketon.kz/almaty/event/salt-peanuts-v-muzkafe	Музкафе	https://m.ticketon.kz/place/muzkafe
Группа «Яшлык» в Музкафе	https://m.ticketon.kz/almaty/event/gruppa-yashlyk-v-muzkafe	Музкафе	https://m.ticketon.kz/place/muzkafe
Ансамбль TURAN в Музкафе!	https://m.ticketon.kz/almaty/event/ansambl-turan-v-muzkafe	Музкафе	https://m.ticketon.kz/place/muzkafe
Песни из советских фильмов с Дианой Макиной	https://m.ticketon.kz/almaty/event/melodii-iz-sovetskikh-filmov	Музкафе	https://m.ticketon.kz/place/muzkafe
JCS в Музкафе	https://m.ticketon.kz/almaty/event/jcs-v-muzkafe-02-28	Музкафе	https://m.ticketon.kz/place/muzkafe
303xVeselka	https://m.ticketon.kz/almaty/event/303xveselka	Павильон Космос	https://m.ticketon.kz/place/pavilon-kosmos
Табассум	https://m.ticketon.kz/almaty/event/tabassum	Республиканский государственный академический Уйгурский театр музыкальной комедии им. К. Кужамьярова	https://m.ticketon.kz/place/ujgurskij-teatr-muzykalnoj-komedii
Табассум	https://m.ticketon.kz/almaty/event/tabassum	Республиканский государственный академический Уйгурский театр музыкальной комедии им. К. Кужамьярова	https://m.ticketon.kz/place/ujgurskij-teatr-muzykalnoj-komedii
Табассум	https://m.ticketon.kz/almaty/event/tabassum	Республиканский государственный академический Уйгурский театр музыкальной комедии им. К. Кужамьярова	https://m.ticketon.kz/place/ujgurskij-teatr-muzykalnoj-komedii
Табассум	https://m.ticketon.kz/almaty/event/tabassum	Республиканский государственный академический Уйгурский театр музыкальной комедии им. К. Кужамьярова	https://m.ticketon.kz/place/ujgurskij-teatr-muzykalnoj-komedii
Табассум	https://m.ticketon.kz/almaty/event/tabassum	Республиканский государственный академический Уйгурский театр музыкальной комедии им. К. Кужамьярова	https://m.ticketon.kz/place/ujgurskij-teatr-muzykalnoj-komedii
Песенник в театре	https://m.ticketon.kz/almaty/event/pesennik-v-teatre-artishok	Театр ARTиШОК	https://m.ticketon.kz/place/artishok-teatr
Песенник в театре	https://m.ticketon.kz/almaty/event/pesennik-v-teatre-artishok	Театр ARTиШОК	https://m.ticketon.kz/place/artishok-teatr
Детективный поединок	https://m.ticketon.kz/almaty/event/detektivnyy-poedinok	ТРЦ Forum	https://m.ticketon.kz/place/trc-forum
Mary Gu в Алматы	https://m.ticketon.kz/almaty/event/mary-gu-v-almaty	ТРЦ Forum	https://m.ticketon.kz/place/trc-forum
Поэтический вечер Марии Матвейчук «Скажи: люблю»	https://m.ticketon.kz/almaty/event/poeticheskiy-vecher-marii-matveychuk	ТЮЗ им. Мусрепова	https://m.ticketon.kz/place/tyuz-im-g-musrepova
Folk & Symphony	https://m.ticketon.kz/almaty/event/folk-symphony	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
Великий романтик из Гамбурга	https://m.ticketon.kz/almaty/event/velikiy-romantik-iz-gamburga	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
The Best of Моцарт	https://m.ticketon.kz/almaty/event/the-best-of-motsart	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
The Best of Моцарт	https://m.ticketon.kz/almaty/event/the-best-of-motsart	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
Фестиваль «Мои друзья - мое богатство»	https://m.ticketon.kz/almaty/event/festival-moi-druzya-moe-bogatstvo	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
«Посвящение». Концерт, посвященный 150-летию Сергея Рахманинова	https://m.ticketon.kz/almaty/event/vecher-muzyki-sergeya-rakhmaninova	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
Legends of rock	https://m.ticketon.kz/almaty/event/legends-of-rock	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
Диан Чобанов	https://m.ticketon.kz/almaty/event/dian-chobanov	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
Чего хотят женщины...	https://m.ticketon.kz/almaty/event/chego-khotyat-zhenshchiny	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
Romantic spring	https://m.ticketon.kz/almaty/event/romantic-spring	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
Легенды великих степей	https://m.ticketon.kz/almaty/event/legendy-velikikh-stepey	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
«Фантазий серебряная нить»	https://m.ticketon.kz/almaty/event/fantaziy-serebryanaya-nit	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
Скрипичный вечер с Айман Мусаходжаевой	https://m.ticketon.kz/almaty/event/skripichnyy-vecher-s-ayman-musakhadzhaevoy	Филармония им. Жамбыла	https://m.ticketon.kz/place/kazahskaya-gosudarstvennaya-filarmoniya-im-zhambyla
Кино на языке танго	https://m.ticketon.kz/almaty/event/kino-na-yazyke-tango	Цезарь 3D	https://m.ticketon.kz/place/almaty-caesar-3d-almaty
